,Age,Education,Status,Income,Kid,Teen,Duration,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
256,63,Postgraduate,Couple,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6
257,60,Graduate,Alone,45989.0,0,1,2012-10-22,97,138,33,87,28,24,12,4,3,2,7,3
258,60,Graduate,Alone,18701.0,1,1,2013-04-06,95,12,4,2,10,6,10,4,2,0,4,5
259,67,Postgraduate,Alone,40737.0,2,1,2013-08-12,24,11,0,4,0,0,2,1,1,0,2,8
260,45,Graduate,Alone,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7
261,56,Postgraduate,Alone,69674.0,0,2,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,5
262,54,Postgraduate,Couple,44159.0,1,0,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,5
263,46,Postgraduate,Couple,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9
264,72,Postgraduate,Couple,43776.0,1,1,2013-03-02,9,177,2,71,3,2,20,6,5,2,4,8
265,58,Postgraduate,Couple,38179.0,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7
266,61,Graduate,Couple,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1
267,54,Postgraduate,Couple,38097.0,1,1,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7
268,54,Graduate,Couple,72940.0,0,0,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1
269,54,Graduate,Couple,22070.0,1,0,2013-04-10,11,10,7,19,8,2,21,2,2,2,2,6
270,71,Graduate,Alone,69267.0,0,0,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7
271,41,Postgraduate,Alone,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5
272,49,Postgraduate,Couple,61905.0,0,1,2014-04-02,2,167,0,43,6,2,13,2,4,2,4,5
273,64,Graduate,Couple,29315.0,1,1,2014-06-04,55,13,2,14,8,7,4,4,2,0,4,6
274,61,Graduate,Alone,33378.0,1,1,2013-06-02,38,33,6,40,3,7,10,3,2,0,4,7
275,61,Postgraduate,Couple,66313.0,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4
276,68,Graduate,Alone,60714.0,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5
277,43,Postgraduate,Couple,77882.0,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1
278,38,Postgraduate,Alone,69867.0,0,0,2013-02-04,30,196,0,512,33,130,54,1,3,5,8,1
279,56,Postgraduate,Alone,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6
280,43,Undergraduate,Couple,24480.0,1,0,2013-11-02,46,4,19,9,28,25,17,3,3,0,4,7
281,48,Graduate,Couple,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8
282,78,Graduate,Couple,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7
283,50,Postgraduate,Couple,65640.0,0,1,2014-01-03,74,204,7,149,20,15,66,1,5,1,8,2
284,49,Postgraduate,Couple,44319.0,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5
285,50,Graduate,Couple,30631.0,1,0,2013-12-07,75,15,6,20,4,5,20,1,3,1,2,7
286,72,Graduate,Couple,75278.0,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3
287,68,Postgraduate,Couple,50898.0,1,1,2013-08-01,88,285,28,242,55,114,135,13,6,2,12,5
288,58,Graduate,Alone,79946.0,0,0,2014-12-05,19,395,183,565,166,141,28,1,5,11,5,3
289,75,Postgraduate,Alone,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8
290,40,Undergraduate,Couple,32414.0,0,0,2013-04-07,11,20,6,5,0,9,12,1,1,0,3,7
291,55,Graduate,Couple,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7
292,44,Graduate,Couple,82497.0,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4
293,53,Graduate,Couple,16626.0,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9
294,59,Graduate,Couple,29672.0,1,1,2013-12-03,6,9,1,3,0,4,8,1,0,0,3,6
295,72,Postgraduate,Couple,55951.0,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8
296,36,Undergraduate,Alone,35388.0,1,0,2013-07-03,20,6,4,7,4,3,8,1,1,0,3,7
297,38,Postgraduate,Couple,42386.0,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8
298,42,Graduate,Alone,68627.0,0,0,2013-12-01,45,395,15,263,60,54,38,1,2,3,6,1
299,59,Postgraduate,Alone,57912.0,0,1,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5
300,66,Graduate,Alone,35246.0,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5
301,68,Undergraduate,Couple,58821.0,0,1,2013-12-10,44,513,14,154,19,0,28,1,9,2,9,6
302,46,Postgraduate,Couple,46377.0,1,0,2014-01-03,89,37,0,46,4,3,0,1,2,1,3,4
303,36,Graduate,Alone,39747.0,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8
304,40,Graduate,Couple,23976.0,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7
305,63,Postgraduate,Couple,80950.0,0,0,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2
306,58,Graduate,Alone,27038.0,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9
307,77,Graduate,Alone,77457.0,0,0,2014-05-03,85,675,11,400,15,45,11,1,2,5,10,1
308,60,Postgraduate,Couple,64100.0,0,1,2013-10-09,93,509,0,27,0,0,10,1,8,3,6,7
309,32,Postgraduate,Couple,42670.0,0,0,2013-04-27,12,154,2,46,20,4,15,1,4,2,4,4
310,48,Graduate,Alone,12571.0,1,0,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6
311,57,Graduate,Couple,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7
312,35,Graduate,Couple,,0,0,2013-03-06,69,861,138,461,60,30,61,1,6,5,12,3
313,48,Postgraduate,Alone,70893.0,0,0,2013-06-02,42,768,44,561,77,44,14,1,6,6,10,3
314,58,Graduate,Couple,54198.0,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4
315,68,Postgraduate,Couple,28839.0,1,1,2014-11-03,86,24,0,7,0,0,1,2,2,0,3,5
316,52,Graduate,Couple,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7
317,39,Graduate,Alone,66503.0,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3
318,73,Graduate,Couple,30833.0,1,1,2013-07-16,33,11,0,7,3,1,6,2,1,0,3,5
319,54,Graduate,Alone,,1,2,2013-08-23,67,738,20,172,52,50,20,6,2,3,10,7
320,53,Graduate,Couple,64795.0,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2
321,50,Graduate,Couple,34421.0,1,0,2013-01-07,81,3,3,7,6,2,9,1,1,0,2,7
322,59,Postgraduate,Alone,47025.0,1,1,2014-09-02,6,16,0,3,0,0,1,1,1,0,2,7
323,63,Postgraduate,Alone,64325.0,0,1,2013-07-02,41,731,60,353,78,12,73,5,10,3,5,7
324,71,Graduate,Alone,40464.0,0,1,2013-11-01,78,424,17,118,7,23,41,6,8,2,8,8
325,67,Graduate,Couple,62187.0,0,0,2013-05-07,49,792,0,275,45,45,126,1,4,8,5,3
326,48,Postgraduate,Alone,14849.0,1,0,2013-02-07,39,21,2,28,3,2,9,3,2,0,4,8
327,40,Graduate,Couple,27255.0,1,0,2013-07-11,3,22,1,11,0,1,2,1,1,0,3,7
328,74,Postgraduate,Couple,54432.0,2,1,2013-09-05,37,33,0,5,0,0,0,1,1,0,3,4
329,38,Postgraduate,Alone,29999.0,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8
330,41,Graduate,Alone,24072.0,1,0,2013-04-16,79,9,1,6,3,0,4,1,1,0,2,8
331,35,Postgraduate,Alone,33996.0,0,0,2013-11-09,46,40,2,15,8,0,6,1,1,1,3,4
332,68,Postgraduate,Couple,66334.0,0,1,2013-03-04,82,909,11,218,0,0,23,2,9,3,5,5
333,53,Postgraduate,Couple,35178.0,1,0,2013-10-01,10,23,1,13,2,2,18,1,1,1,2,7
334,41,Graduate,Couple,22010.0,1,0,2013-06-30,51,11,2,9,3,0,8,2,2,0,3,8
335,64,Graduate,Alone,62204.0,0,2,2012-12-09,38,317,46,247,151,46,139,1,4,5,12,3
336,56,Graduate,Alone,75693.0,0,0,2012-06-12,10,797,153,293,72,97,30,1,11,4,6,4
337,52,Graduate,Couple,30675.0,1,0,2012-12-11,14,10,2,16,11,2,21,1,1,0,3,8
338,59,Graduate,Couple,83003.0,0,0,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3
339,125,Postgraduate,Couple,83532.0,0,0,2013-09-26,36,755,144,562,104,64,224,1,4,6,4,1
340,36,Graduate,Alone,68655.0,0,0,2012-10-08,95,456,19,832,75,118,38,1,4,5,11,3
341,38,Graduate,Alone,41411.0,0,0,2013-07-12,11,37,32,38,11,3,18,1,2,1,4,6
342,55,Postgraduate,Couple,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8
343,74,Postgraduate,Couple,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3
344,51,Undergraduate,Couple,27190.0,1,0,2013-08-15,13,1,6,7,0,1,3,1,1,0,2,8
345,72,Graduate,Alone,82623.0,0,0,2013-10-11,58,204,34,204,172,153,173,1,2,9,4,1
346,59,Graduate,Couple,44300.0,1,1,2013-06-23,65,30,0,9,0,0,3,2,1,0,3,6
347,54,Graduate,Alone,84835.0,0,0,2014-06-16,0,189,104,379,111,189,218,1,4,4,6,1
348,53,Graduate,Alone,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7
349,48,Postgraduate,Couple,33181.0,1,0,2014-03-01,90,9,0,3,0,0,4,1,1,0,2,6
350,67,Graduate,Couple,71113.0,0,1,2013-12-17,95,495,33,255,11,33,8,4,6,7,9,4
351,38,Graduate,Couple,71952.0,1,0,2013-10-01,93,656,80,455,52,107,93,2,8,4,8,4
352,58,Postgraduate,Alone,69759.0,0,0,2013-10-28,38,452,20,514,13,30,0,3,4,6,5,3
353,50,Graduate,Couple,72099.0,0,0,2012-10-27,18,546,91,410,119,0,22,1,3,4,10,1
354,48,Postgraduate,Alone,60000.0,0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6
355,46,Graduate,Alone,38643.0,1,1,2013-11-29,45,22,2,14,0,1,10,2,2,0,3,7
356,69,Graduate,Couple,50737.0,0,1,2013-11-05,61,78,0,11,0,0,10,1,2,0,4,6
357,55,Postgraduate,Couple,68462.0,0,0,2012-12-12,6,561,64,785,84,128,48,1,3,3,8,1
358,81,Postgraduate,Couple,65073.0,0,0,2013-08-20,65,629,17,177,69,0,8,1,5,3,5,2
359,76,Postgraduate,Couple,46681.0,0,2,2013-08-10,52,269,15,69,15,19,38,2,4,6,4,5
360,67,Graduate,Couple,78618.0,0,0,2012-09-28,87,736,163,818,212,163,61,1,4,7,10,2
361,55,Postgraduate,Alone,62187.0,0,1,2014-03-22,38,512,0,83,0,0,41,3,6,2,10,4
362,46,Graduate,Couple,28442.0,2,0,2014-02-24,53,19,3,10,11,8,6,3,2,1,4,4
363,46,Postgraduate,Couple,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9
364,57,Graduate,Couple,51479.0,1,1,2012-12-28,67,247,8,160,6,8,65,7,6,3,6,7
365,55,Graduate,Alone,54803.0,0,1,2012-08-21,65,404,0,92,28,27,142,2,6,2,9,4
366,64,Graduate,Couple,79530.0,0,0,2013-05-17,64,333,0,815,129,42,29,1,4,10,11,2
367,48,Graduate,Alone,31615.0,1,0,2013-03-16,82,2,3,20,6,11,9,2,2,0,3,7
368,62,Graduate,Couple,72025.0,0,0,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3
369,49,Postgraduate,Alone,52614.0,0,1,2012-01-12,63,789,0,142,12,9,38,2,2,4,8,8
370,40,Undergraduate,Couple,35684.0,1,0,2014-04-22,66,10,4,7,0,6,3,1,1,0,3,6
371,49,Graduate,Couple,48178.0,1,1,2012-10-28,69,159,4,45,6,2,38,6,5,1,4,8
372,54,Postgraduate,Alone,29548.0,1,0,2013-08-29,52,7,1,6,3,1,11,1,1,1,2,4
373,58,Graduate,Alone,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8
374,52,Postgraduate,Alone,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8
375,49,Postgraduate,Alone,46098.0,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8
376,54,Graduate,Alone,22585.0,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9
377,35,Graduate,Alone,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8
378,63,Postgraduate,Couple,66426.0,0,1,2013-02-10,14,1043,24,97,32,24,157,2,3,5,10,6
379,55,Graduate,Alone,30822.0,1,0,2013-06-14,92,3,9,13,2,12,12,1,1,0,3,7
380,55,Postgraduate,Couple,33581.0,2,0,2013-08-01,38,11,0,5,0,0,1,1,1,0,2,8
381,39,Graduate,Couple,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7
382,70,Graduate,Alone,27421.0,0,0,2012-12-12,14,43,12,96,78,40,55,3,4,1,6,7
383,51,Undergraduate,Couple,35688.0,2,1,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8
384,43,Postgraduate,Alone,36143.0,1,0,2014-03-30,33,12,0,1,0,0,6,1,0,1,2,3
385,53,Graduate,Alone,10245.0,1,0,2013-05-15,32,4,7,7,6,4,13,3,1,2,2,5
386,56,Postgraduate,Couple,43795.0,0,1,2013-10-16,11,314,11,53,4,3,107,3,7,3,4,7
387,64,Graduate,Couple,63381.0,0,1,2012-05-10,78,571,50,142,33,50,159,4,4,5,13,2
388,75,Graduate,Couple,38823.0,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6
389,56,Postgraduate,Alone,83664.0,1,1,2013-08-05,57,866,21,151,28,21,86,3,2,2,12,5
390,45,Graduate,Couple,90300.0,0,0,2014-03-01,7,594,134,786,33,134,57,0,5,6,8,1
391,45,Postgraduate,Couple,62499.0,1,0,2013-09-12,0,140,4,61,0,13,4,2,3,1,6,4
392,31,Graduate,Alone,74293.0,0,0,2014-04-05,66,375,152,335,93,91,81,1,5,4,6,2
393,78,Postgraduate,Couple,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6
394,56,Postgraduate,Couple,70777.0,0,1,2014-02-25,80,554,35,113,0,7,78,3,5,3,12,3
395,33,Postgraduate,Couple,68682.0,0,0,2013-06-10,56,919,0,505,99,30,45,1,4,9,10,2
396,53,Graduate,Couple,43824.0,1,1,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8
397,40,Graduate,Couple,15345.0,1,0,2012-08-31,51,5,2,16,3,2,19,2,1,1,2,8
398,37,Graduate,Alone,23442.0,1,0,2012-12-24,71,2,0,6,8,6,5,1,1,0,3,7
399,44,Undergraduate,Couple,14515.0,1,0,2012-09-11,71,6,4,9,6,36,35,4,2,2,3,7
400,68,Undergraduate,Alone,31395.0,1,1,2013-03-23,80,23,1,25,0,8,7,4,2,1,3,6
401,59,Graduate,Couple,75276.0,0,0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5
402,50,Graduate,Alone,42373.0,1,1,2013-08-15,83,67,5,61,3,8,19,5,2,1,5,5
403,64,Graduate,Couple,30507.0,0,0,2013-11-03,29,65,36,74,38,20,110,1,5,1,4,7
404,69,Postgraduate,Alone,55521.0,1,2,2013-10-22,11,416,0,26,0,0,4,9,6,3,6,7
405,59,Graduate,Couple,48006.0,1,1,2014-09-06,55,23,0,11,3,2,2,1,1,0,3,6
406,52,Postgraduate,Alone,27213.0,1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8
407,53,Postgraduate,Alone,65808.0,1,1,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6
408,50,Postgraduate,Couple,30351.0,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9
409,61,Graduate,Couple,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7
410,42,Undergraduate,Alone,23616.0,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8
411,48,Graduate,Couple,53858.0,0,1,2012-09-11,50,407,53,221,58,150,26,4,4,3,6,4
412,69,Postgraduate,Couple,66465.0,0,1,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6
413,37,Graduate,Alone,46923.0,1,0,2012-08-22,90,85,44,54,102,78,6,3,5,1,7,7
414,62,Graduate,Couple,75072.0,0,1,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3
415,81,Postgraduate,Couple,75865.0,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1
416,49,Undergraduate,Couple,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5
417,30,Graduate,Couple,80134.0,0,0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5
418,43,Graduate,Alone,91065.0,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3
419,53,Postgraduate,Couple,49505.0,1,1,2013-05-03,4,604,0,100,19,0,28,9,10,2,8,8
420,51,Postgraduate,Couple,37401.0,1,0,2014-06-05,14,19,3,19,3,1,3,2,2,0,3,7
421,41,Graduate,Couple,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6
422,42,Postgraduate,Couple,18492.0,1,0,2014-05-06,75,2,2,2,2,1,1,1,1,0,2,8
423,50,Postgraduate,Couple,82584.0,0,0,2013-04-06,26,1076,68,103,29,91,68,1,3,4,8,1
424,83,Postgraduate,Couple,93027.0,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2
425,71,Graduate,Couple,48686.0,1,2,2013-04-12,8,10,0,7,2,0,1,1,1,0,2,8
426,38,Graduate,Couple,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1
427,35,Graduate,Couple,75433.0,1,0,2014-05-04,28,800,0,297,0,34,57,2,2,5,10,6
428,35,Undergraduate,Couple,10404.0,1,0,2014-04-05,52,2,2,11,10,6,12,2,1,0,4,5
429,56,Graduate,Couple,61314.0,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3
430,63,Postgraduate,Alone,84865.0,0,0,2013-09-05,1,1248,16,349,43,16,16,1,2,4,9,4
431,35,Graduate,Couple,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8
432,57,Undergraduate,Couple,67309.0,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7
433,60,Graduate,Couple,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4
434,54,Graduate,Alone,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5
435,68,Postgraduate,Couple,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5
436,58,Graduate,Alone,67272.0,0,1,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5
437,75,Postgraduate,Alone,51529.0,0,1,2013-07-09,14,400,4,35,6,0,22,2,9,1,5,8
438,53,Postgraduate,Couple,32011.0,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7
439,38,Undergraduate,Couple,7500.0,1,0,2013-07-02,96,1,11,5,4,6,9,2,2,0,3,8
440,35,Graduate,Couple,28691.0,1,0,2013-04-07,56,5,4,13,8,0,4,1,1,0,3,8
441,76,Postgraduate,Couple,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4
442,78,Graduate,Couple,18100.0,0,0,2013-06-08,14,3,1,2,4,3,1,1,0,0,3,5
443,35,Graduate,Alone,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8
444,50,Undergraduate,Couple,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8
445,65,Graduate,Alone,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8
446,52,Postgraduate,Alone,42618.0,1,0,2013-09-10,92,76,14,74,13,5,10,2,5,0,4,8
447,60,Graduate,Alone,81246.0,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1
448,48,Graduate,Couple,24027.0,1,0,2013-09-06,7,14,7,11,11,0,5,2,2,0,3,8
449,71,Postgraduate,Couple,55707.0,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3
450,69,Graduate,Alone,57959.0,0,1,2013-02-05,71,430,16,322,43,24,33,5,4,7,11,3
451,55,Graduate,Couple,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7
452,53,Postgraduate,Alone,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5
453,44,Undergraduate,Couple,70829.0,1,1,2013-01-12,87,141,70,106,72,19,23,2,4,2,8,3
454,48,Graduate,Couple,65991.0,0,1,2012-07-09,21,507,19,364,25,47,9,3,9,5,10,7
455,52,Graduate,Couple,38988.0,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8
456,58,Undergraduate,Alone,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4
457,40,Postgraduate,Couple,42207.0,1,0,2013-01-04,71,116,11,72,3,17,46,4,4,1,5,6
458,72,Graduate,Couple,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2
459,42,Undergraduate,Couple,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3
460,60,Graduate,Couple,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7
461,75,Graduate,Alone,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1
462,66,Postgraduate,Alone,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6
463,61,Graduate,Couple,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1
464,49,Graduate,Couple,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7
465,55,Postgraduate,Alone,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1
466,69,Postgraduate,Couple,75261.0,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2
467,54,Graduate,Alone,31880.0,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8
468,73,Graduate,Couple,53790.0,0,2,2014-06-03,86,335,42,127,28,5,5,3,7,2,8,6
469,53,Postgraduate,Couple,49269.0,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7
470,49,Graduate,Couple,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4
471,44,Graduate,Couple,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8
472,43,Postgraduate,Couple,56937.0,1,0,2012-04-08,81,746,8,125,11,8,8,7,8,6,9,6
473,46,Graduate,Couple,38415.0,1,1,2013-02-01,91,22,1,13,4,0,4,2,1,0,3,7
474,36,Graduate,Alone,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5
475,68,Graduate,Couple,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5
476,52,Postgraduate,Alone,41644.0,1,1,2014-09-05,67,20,3,4,2,0,2,2,1,0,3,3
477,47,Postgraduate,Couple,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5
478,52,Postgraduate,Couple,62010.0,0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5
479,47,Graduate,Couple,41124.0,1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8
480,51,Postgraduate,Couple,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7
481,52,Postgraduate,Alone,37760.0,1,0,2013-11-08,54,26,3,13,2,10,0,1,2,0,3,6
482,50,Graduate,Alone,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9
483,49,Graduate,Couple,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5
484,64,Postgraduate,Couple,83151.0,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3
485,60,Postgraduate,Alone,78825.0,0,0,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3
486,48,Postgraduate,Couple,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7
487,50,Graduate,Couple,60093.0,0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6
488,55,Graduate,Couple,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7
489,72,Undergraduate,Alone,28457.0,0,0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8
490,66,Postgraduate,Couple,78952.0,0,1,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6
491,48,Graduate,Alone,46310.0,1,0,2012-03-12,99,185,2,88,15,5,14,2,6,1,5,8
492,69,Graduate,Couple,76005.0,0,0,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6
493,60,Postgraduate,Alone,58308.0,0,1,2013-12-01,77,691,0,69,10,0,130,4,2,6,3,8
494,80,Postgraduate,Alone,55614.0,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7
495,62,Postgraduate,Alone,59432.0,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5
496,46,Graduate,Alone,55563.0,0,1,2014-05-04,22,29,1,9,2,0,2,1,2,0,3,3
497,53,Postgraduate,Couple,78642.0,0,1,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6
498,75,Postgraduate,Couple,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3
499,80,Graduate,Couple,65275.0,0,0,2013-03-04,9,388,14,218,91,14,21,1,4,3,13,2
500,74,Graduate,Couple,27203.0,1,1,2012-06-08,92,13,2,21,4,0,24,2,1,1,2,8
501,63,Postgraduate,Couple,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5
502,34,Undergraduate,Couple,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8
503,39,Postgraduate,Couple,64355.0,1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8
504,68,Postgraduate,Couple,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5
505,71,Graduate,Alone,53653.0,0,0,2012-07-11,29,815,10,239,28,10,108,2,10,4,12,6
506,48,Graduate,Couple,65665.0,0,1,2013-02-12,77,225,162,387,106,36,29,1,5,10,8,3
507,35,Graduate,Alone,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1
508,32,Graduate,Couple,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7
509,65,Graduate,Alone,61250.0,0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5
510,43,Postgraduate,Couple,39665.0,1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7
511,45,Graduate,Alone,60152.0,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3
512,60,Graduate,Couple,48920.0,0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7
